State,FIPS,County,White,Black,Native,Asian,Hispanic
Illinois,17119,Madison,87.70215646,8.800541479,0.334642915,1.031910187,3.38121689
Illinois,17121,Marion,92.66613503,4.282296651,0.356193514,0.680489102,2.110579479
Illinois,17123,Marshall,97.06086353,0.771631698,0.398820877,0.485521068,2.973816542
Illinois,17125,Mason,97.3387394,0.692959823,0.398083303,0.442314781,1.098415039
Illinois,17127,Massac,90.48295455,5.951704545,0.518465909,0.625,2.96875
Illinois,17129,Menard,96.88313802,0.911458333,0.333658854,0.382486979,1.5625
Illinois,17131,Mercer,97.30786488,0.807640536,0.249983975,0.474328569,2.506249599
Illinois,17133,Monroe,97.69331586,0.410659677,0.235910878,0.661132955,1.540701908
Illinois,17135,Montgomery,94.78689556,3.541834202,0.220272018,0.503478899,1.751687004
Illinois,17137,Morgan,89.93701436,6.966682364,0.426771839,0.765246056,2.481163174
Illinois,17139,Moultrie,97.80525922,0.604742814,0.258204797,0.312563702,1.528844194
Illinois,17141,Ogle,96.14712409,1.23519824,0.371148597,0.693203464,10.28415451
Illinois,17143,Peoria,73.72952204,18.65286982,0.397517454,4.130748916,4.915264559
Illinois,17145,Perry,88.17889865,8.954378011,0.420326816,0.538396146,3.220931331
Illinois,17147,Piatt,97.45059771,0.695291535,0.207367651,0.426933398,1.366186875
Illinois,17149,Pike,97.13022868,1.447697137,0.224200884,0.313881238,1.229901992
Illinois,17151,Pope,92.04653371,5.341880342,0.759734093,0.403608737,1.590693257
Illinois,17153,Pulaski,64.94600037,30.95368845,0.750503386,0.402709134,2.288120081
Illinois,17155,Putnam,96.8641115,0.853658537,0.31358885,0.574912892,5.905923345
Illinois,17157,Randolph,87.33258581,10.46533358,0.314582944,0.507693266,3.120911979
Illinois,17159,Richland,96.51081647,0.812028167,0.348918353,0.894499778,1.833407346
Illinois,17161,Rock Island,82.68851454,10.99479359,0.614035699,2.749569617,13.10384243
Illinois,17163,St. Clair,64.93704488,30.5693349,0.378458509,1.525325693,4.175301369
Illinois,17165,Saline,92.80097047,3.898602861,0.476867732,0.652555844,1.890738727
Illinois,17167,Sangamon,82.14980445,12.94919835,0.269263059,2.110080472,2.350676741
Illinois,17169,Schuyler,95.07745765,3.619516433,0.188214854,0.419863906,1.867670479
Illinois,17173,Shelby,98.10956258,0.367968355,0.220781013,0.335771124,1.05790902
Illinois,17175,Stark,96.73852957,0.884466556,0.239543026,0.552791598,2.008476138
Illinois,17177,Stephenson,85.69257927,10.29651643,0.288248832,0.665877148,4.180725315
Illinois,17179,Tazewell,95.9199867,1.329272716,0.32646152,0.921951514,2.319992745
Illinois,17181,Union,95.79597411,1.27664628,0.712546761,0.463155395,5.344100707
Illinois,17183,Vermilion,82.18628753,13.96245085,0.390594485,0.907481186,5.206624482
Illinois,17185,Wabash,96.02562992,0.9351459,0.285739025,1.238202442,2.85739025
Illinois,17187,Warren,92.17355566,2.753640207,0.43447628,2.571629873,9.658290277
Illinois,17189,Washington,97.45623437,0.950339407,0.192926045,0.46445159,1.443372633
Illinois,17191,Wayne,97.33039432,0.593926035,0.324516287,0.72250796,1.542983101
Illinois,17193,White,97.38016831,0.702524698,0.387852177,0.431759971,1.485547018
Illinois,17195,Whiteside,95.44098084,1.79772049,0.471002768,0.544709309,12.11843383
Illinois,17197,Will,79.43103523,12.13155956,0.468287328,5.951235718,17.8394072
Illinois,17199,Williamson,91.63385827,4.646862324,0.490634693,1.352600811,2.755905512
Illinois,17201,Winnebago,80.03527163,13.62569126,0.546675068,2.868900067,13.11984962
Illinois,17203,Woodford,97.08551075,0.683774017,0.278189429,0.779970361,1.887528274
Indiana,18001,Adams,97.76630374,0.600516332,0.322707375,0.367605792,4.624536985
Indiana,18003,Allen,79.87643566,12.01009189,0.471292204,4.376436988,7.608078838
Indiana,18005,Bartholomew,87.57386439,2.332241731,0.453155777,7.87886844,6.926637101
Indiana,18007,Benton,96.92592165,1.005431642,0.300473824,0.323587195,5.188951809
Indiana,18009,Blackford,96.96563286,0.754400671,0.284995809,0.368818106,1.751886002
Indiana,18011,Boone,92.97750713,2.013462888,0.280601203,3.058254601,3.173181689
Indiana,18013,Brown,96.7769463,0.702376264,0.656426415,0.452934226,1.69358015
Indiana,18015,Carroll,97.52571173,0.794952054,0.372633776,0.173895762,4.09400308
Indiana,18017,Cass,92.717692,2.157818469,1.109208273,2.178896061,15.92939007
Indiana,18019,Clark,87.73773006,8.129686435,0.414110429,1.137525562,5.545330607
Indiana,18021,Clay,97.313718,0.722200994,0.286587696,0.366832251,1.425296141
Indiana,18023,Clinton,97.32093023,0.744186047,0.520930233,0.427906977,16.44651163
Indiana,18025,Crawford,97.15855276,0.606175412,0.549346467,0.208372798,1.439666604
Indiana,18027,Daviess,95.71001901,2.220412104,0.377108034,0.509850062,4.944640541
Indiana,18029,Dearborn,97.34506133,0.673821821,0.23402195,0.455939316,1.331504196
Indiana,18031,Decatur,96.76793312,0.619541688,0.253788162,1.328655669,2.090020154
Indiana,18033,DeKalb,97.45986212,0.515893212,0.305371767,0.52283348,2.794614352
Indiana,18035,Delaware,88.80650333,7.170738508,0.291883038,1.370543338,2.563342976
Indiana,18037,Dubois,97.14789146,0.831669212,0.263126982,0.725948549,7.825678374
Indiana,18039,Elkhart,89.50282156,6.132516054,0.642148278,1.185541934,16.29791788
Indiana,18041,Fayette,96.5592051,1.418839762,0.377489478,0.373150519,1.34507745
Indiana,18043,Floyd,90.54267752,5.496200872,0.363842069,1.193093429,3.363289235
Indiana,18045,Fountain,97.37019143,0.617699223,0.366950034,0.348602532,2.623692741
Indiana,18047,Franklin,97.38300493,0.33427164,0.272695285,1.073187896,1.17434905
Indiana,18049,Fulton,96.15269759,0.851085009,0.900856062,0.602229743,5.295640056
Indiana,18051,Gibson,95.00777233,2.134401531,0.328829367,0.547052493,1.665072342
Indiana,18053,Grant,88.70116477,7.28736957,0.426170832,0.952438728,4.399720942
Indiana,18055,Greene,97.87852278,0.281197276,0.387427357,0.374929701,1.487221146
Indiana,18057,Hamilton,87.0376205,4.409456929,0.222972195,6.225650285,4.107414431
Indiana,18059,Hancock,94.2266637,2.941677254,0.307789027,0.877526162,2.438736886
Indiana,18061,Harrison,97.14993804,0.718711276,0.322180917,0.453531599,1.997521685
Indiana,18063,Hendricks,87.14739924,7.441515128,0.308366615,2.984869079,4.026729098
Indiana,18065,Henry,95.22280458,2.724202938,0.207163721,0.399825982,1.939052433
Indiana,18067,Howard,87.85056941,7.700993128,0.401864847,1.254158269,3.45530923
Indiana,18069,Huntington,96.80187638,0.725717439,0.565673289,0.593267108,2.604856512
Indiana,18071,Jackson,94.3800866,1.246854526,0.374056358,2.446101879,7.172814037
Indiana,18073,Jasper,97.07821396,0.869044052,0.344620917,0.476475877,6.10728199
Indiana,18075,Jay,97.73646696,0.505682913,0.197457137,0.423810441,3.226738586
Indiana,18077,Jefferson,95.17511177,2.027446597,0.338425236,0.807252856,2.887481371
Indiana,18079,Jennings,97.1967694,0.87646228,0.242656912,0.322335301,2.578682409
Indiana,18081,Johnson,91.87197952,2.422787646,0.305968955,3.503920627,3.608257321
Indiana,18083,Knox,94.35966933,2.959750644,0.338799295,0.899850928,2.236075349
Indiana,18085,Kosciusko,95.37331115,1.164549304,0.420951805,1.615749143,8.054799355
Indiana,18087,LaGrange,97.90236461,0.528858378,0.300025426,0.450038139,4.146961607
Indiana,18089,Lake,71.25065285,24.50109514,0.551391277,1.693396723,19.3851915
Indiana,18091,LaPorte,84.95277573,11.56108248,0.465424928,0.626323779,6.840473788
Indiana,18093,Lawrence,96.94096523,0.543049838,0.446702286,0.720416922,1.707979329
Indiana,18095,Madison,88.31233946,8.555163876,0.411135366,0.616317369,4.118295909
Indiana,18097,Marion,63.98441346,28.89899127,0.453245624,3.645343417,10.64388742
Indiana,18099,Marshall,96.47336101,0.880038056,0.380556997,0.700570835,10.42207231
Indiana,18101,Martin,97.87608887,0.313203484,0.381716747,0.381716747,1.086424586
Indiana,18103,Miami,91.38246127,5.035566677,0.955942306,0.463913178,3.331740096
Indiana,18105,Monroe,86.36577115,3.631302028,0.315824581,7.047516625,3.501977307
Indiana,18107,Montgomery,96.2264643,1.103113754,0.438116101,0.839722526,4.98617848
Indiana,18109,Morgan,97.30161447,0.519139711,0.330880256,0.604712191,1.58879571
Indiana,18111,Newton,96.69545357,0.885018914,0.549568196,0.521019199,6.387838127
Indiana,18113,Noble,96.71589666,1.068753682,0.397626862,0.534376841,10.53816376
Indiana,18115,Ohio,97.7412731,0.59890486,0.256673511,0.325119781,1.471594798
Indiana,18117,Orange,96.48006568,1.467494484,0.441274565,0.405356868,1.77022936
Indiana,18119,Owen,97.28472056,0.508515231,0.398177021,0.54689374,1.463180619
Indiana,18121,Parke,95.81142553,2.623028298,0.478525433,0.206770249,1.642346547
Indiana,18123,Perry,95.21516072,2.837399225,0.361218721,0.497330123,1.444874882
Indiana,18125,Pike,97.40531829,0.660757454,0.42707494,0.652699436,1.442385173
Indiana,18127,Porter,92.23262615,4.238357489,0.368527188,1.469981249,10.26333479
Indiana,18129,Posey,96.88723571,1.045418951,0.285826155,0.606891151,1.292090838
Indiana,18131,Pulaski,97.05670062,0.914267383,0.497233138,0.248616569,3.20795573
Indiana,18133,Putnam,93.30051087,3.798406522,0.35734138,1.042907435,2.088461844
Indiana,18135,Randolph,96.97396483,0.788700656,0.450686089,0.374230413,3.53305702
Indiana,18137,Ripley,96.96385373,0.494337903,0.350594257,0.978157978,1.861655506
Indiana,18139,Rush,96.93932665,1.062233691,0.354077897,0.384084499,1.740382884
Indiana,18141,St. Joseph,79.89260297,13.78138722,0.565422442,2.588903538,8.913805393
Indiana,18143,Scott,97.13962643,0.544434207,0.326660524,0.971605662,2.454141888
Indiana,18145,Shelby,96.01058462,1.363442693,0.3543157,0.858879196,4.375126141
Indiana,18147,Spencer,97.2499631,0.974073892,0.265656516,0.383726079,2.956658631
Indiana,18149,Starke,97.64551995,0.440374973,0.488336603,0.231087857,3.937213865
Indiana,18151,Steuben,96.9496328,0.821141502,0.364309258,0.621638813,3.698028104
Indiana,18153,Sullivan,93.15128081,4.780086999,0.343160947,0.270662156,1.793136781
Indiana,18155,Switzerland,96.74349165,1.297004759,0.289260054,0.391900718,1.978165531
Indiana,18157,Tippecanoe,83.15341262,5.657142265,0.395756496,8.561083254,8.501512577
Indiana,18159,Tipton,97.13114754,0.720518244,0.403225806,0.561872025,2.928344791
Indiana,18161,Union,96.61787694,0.952110274,0.298422623,0.483160438,1.847378144
Indiana,18163,Vanderburgh,85.7951971,9.727916717,0.300595666,1.321736824,2.735199531
Indiana,18165,Vermillion,97.49983849,0.484527424,0.381161574,0.258414626,1.298533497
Indiana,18167,Vigo,87.86899596,7.297971803,0.388318775,2.021678804,2.721025087
Indiana,18169,Wabash,96.63363171,0.831202046,0.728900256,0.578644501,2.611892583
Indiana,18171,Warren,97.57957158,0.35096212,0.302553552,0.593004962,1.960547017
Indiana,18173,Warrick,93.79065642,1.663816389,0.279700161,2.667540397,1.930730257
Indiana,18175,Washington,97.9279247,0.501019933,0.232616398,0.289875819,1.363489962
Indiana,18177,Wayne,90.52414463,5.044285368,0.365505945,1.044952681,3.133341422
Indiana,18179,Wells,97.01481954,0.762249167,0.290718287,0.677160888,3.173083741
Indiana,18181,White,96.54000746,0.774872581,0.725148137,0.555256288,8.672771723
Indiana,18183,Whitley,97.22368962,0.454892293,0.431413981,0.572283853,2.198156953
Iowa,19001,Adair,97.83378168,0.495540139,0.254849214,0.382273821,2.22285148
Iowa,19003,Adams,97.58573388,0.356652949,0.521262003,0.740740741,1.454046639
Iowa,19005,Allamakee,95.96587623,1.742336611,0.722961249,0.49161365,6.954887218
Iowa,19007,Appanoose,96.67926349,0.828173997,0.313580445,0.675404036,2.162901021
Iowa,19009,Audubon,97.76607337,0.490374137,0.254268071,0.472212132,1.598256448
Iowa,19011,Benton,97.55089307,0.678574214,0.300288589,0.370485922,1.501442945
Iowa,19013,Black Hawk,84.5319014,9.709383119,0.386683584,2.493051779,4.450637424
Iowa,19015,Boone,96.62946937,1.19562742,0.46686404,0.527594322,2.721475746
Iowa,19017,Bremer,96.42842827,1.218583397,0.148314427,1.086302962,1.671543673
Iowa,19019,Buchanan,97.47157885,0.55663003,0.2594462,0.60851927,1.660455682
Iowa,19021,Buena Vista,82.92241119,3.542316595,0.618899064,9.680990239,25.98369729
Iowa,19023,Butler,97.73712085,0.302634294,0.185707408,0.942293143,1.389366531
Iowa,19025,Calhoun,95.91710486,2.35075781,0.422723992,0.278379214,1.9486545
Iowa,19027,Carroll,96.79468096,1.275181105,0.322516622,0.54579736,2.505706063
Iowa,19029,Cass,97.22351121,0.487238979,0.448569219,0.386697602,2.629543697
Iowa,19031,Cedar,97.106351,0.638857572,0.20937349,0.692543083,2.08836635
Iowa,19033,Cerro Gordo,94.79916524,1.922761273,0.354069454,1.088001501,4.931179215
Iowa,19035,Cherokee,96.5462415,1.130642169,0.432823955,0.591820511,3.957247593
Iowa,19037,Chickasaw,97.87696423,0.860916082,0.150451354,0.351053159,2.766633233
Iowa,19039,Clarke,95.15016449,1.347766104,1.050620821,0.817149528,14.26297358
Iowa,19041,Clay,96.70261559,0.892525102,0.309904549,0.836742283,3.805627867
Iowa,19043,Clayton,97.57917521,0.917065391,0.199362041,0.262018683,2.039188881
Iowa,19045,Clinton,93.95072875,2.975192399,0.397695516,0.651360764,3.125671783
Iowa,19047,Crawford,91.41508334,3.869914908,1.288028908,2.342930411,28.49399697
Iowa,19049,Dallas,90.57773342,2.400754047,0.343756931,5.025504546,6.147704591
Iowa,19051,Davis,98.02595098,0.221803261,0.310524565,0.321614728,1.68570478
Iowa,19053,Decatur,95.04435995,2.002534854,0.468948035,0.785804816,3.181242079
Iowa,19055,Delaware,97.70343898,0.925654696,0.158181499,0.363231589,1.564239264
Iowa,19057,Des Moines,89.63667024,6.078491492,0.350043436,1.027134754,3.076294139
Iowa,19059,Dickinson,97.46400047,0.454730951,0.221535591,0.83367341,2.046289279
Iowa,19061,Dubuque,92.78295166,3.508373428,0.298387263,1.357713672,2.517190823
Iowa,19063,Emmet,94.13163298,1.383335135,1.577866638,0.702474873,9.769804388
Iowa,19065,Fayette,95.72227874,1.398779247,0.274669379,1.185147508,2.477110885
Iowa,19067,Floyd,93.95342935,2.740942834,0.336273079,1.484677368,3.67362477
Iowa,19069,Franklin,96.06874753,1.155669696,0.64203872,0.582773607,12.91979455
Iowa,19071,Fremont,96.996997,0.829400829,0.386100386,0.443300443,3.06020306
Iowa,19073,Greene,97.06046097,0.534461641,0.523327024,0.489923171,3.206769847
Iowa,19075,Grundy,98.08192458,0.520156047,0.130039012,0.349479844,1.33289987
Iowa,19077,Guthrie,97.32276119,0.597014925,0.373134328,0.401119403,2.985074627
Iowa,19079,Hamilton,94.00080257,1.397806314,0.508293205,2.367576244,6.260032103
Iowa,19081,Hancock,97.07804332,1.017550411,0.289395071,0.578790142,4.611650485
Iowa,19083,Hardin,95.75527626,1.547308513,0.420915343,0.995968698,4.464073986
Iowa,19085,Harrison,97.53077685,0.424508278,0.353756898,0.353756898,1.811235319
Iowa,19087,Henry,92.38052524,2.795634624,0.383714556,2.606268999,4.963372701
Iowa,19089,Howard,97.77947099,0.609556983,0.206813976,0.33743333,1.610972026
Iowa,19091,Humboldt,97.01476904,0.680842149,0.345658322,0.513250236,4.860165497
Iowa,19093,Ida,97.44189446,0.438532378,0.350825903,0.61394533,2.455781319
Iowa,19095,Iowa,97.39173533,0.669103525,0.260206926,0.501827644,3.091506102
Iowa,19097,Jackson,96.70646357,0.694730342,0.329353643,0.370522849,1.610745163
Iowa,19099,Jasper,95.32129109,2.325894419,0.374189033,0.67030985,2.457802784
Iowa,19101,Jefferson,83.30885153,2.600511398,0.315543224,11.96344051,3.139111039
Iowa,19103,Johnson,83.01071004,7.27158535,0.371545683,6.835911675,5.798624884
Iowa,19105,Jones,95.21307366,2.738141149,0.395295025,0.915927497,2.116274585
Iowa,19107,Keokuk,97.80929095,0.645476773,0.215158924,0.322738386,1.877750611
Iowa,19109,Kossuth,96.64609606,1.113496109,0.395760665,0.610410518,2.85752616
Iowa,19111,Lee,93.84818676,3.174276905,0.320070474,0.660695933,3.61474086
Iowa,19113,Linn,88.3683253,5.926722707,0.270462885,2.592636858,3.351792093
Iowa,19115,Louisa,92.98057122,1.065449011,0.465574358,4.020055511,16.16975557
Iowa,19117,Lucas,97.89473684,0.43956044,0.30075188,0.3470214,2.209369578
Iowa,19119,Lyon,97.65472864,0.465667598,0.321733977,0.355600711,2.624671916
Iowa,19121,Madison,96.95365869,0.646193612,0.393870392,0.775432334,2.338605453
Iowa,19123,Mahaska,94.80909091,1.763636364,0.440909091,1.618181818,2.404545455
Iowa,19125,Marion,96.13254707,0.877061694,0.236477385,1.397910618,1.996587542
Iowa,19127,Marshall,90.97321228,2.283584703,0.882919387,3.826817738,22.44816288
Iowa,19129,Mills,96.89968798,0.723627431,0.677155945,0.40496581,3.312753104
Iowa,19131,Mitchell,97.87113256,0.633929416,0.198694295,0.444696755,1.409783329
Iowa,19133,Monona,96.3705496,0.599147367,1.371125706,0.299573684,2.223758498
Iowa,19135,Monroe,97.45827985,0.757381258,0.243902439,0.423620026,2.798459564
Iowa,19137,Montgomery,97.20083975,0.539838049,0.539838049,0.389883035,4.168749375
Iowa,19139,Muscatine,93.43567286,2.958373128,0.724452002,1.146078409,18.31861912
Iowa,19141,O'Brien,96.48843931,1.286127168,0.36849711,0.852601156,5.108381503
Iowa,19143,Osceola,96.10927152,0.728476821,0.562913907,0.993377483,8.526490066
Iowa,19145,Page,93.80287232,2.754278969,0.780379041,0.937766411,3.58056266
Iowa,19147,Palo Alto,95.53141449,1.859110763,0.492776347,0.895956994,3.135849479
Iowa,19149,Plymouth,95.85574816,0.92448695,1.059972106,0.69735007,5.654512851
Iowa,19151,Pocahontas,96.12759644,0.994065282,0.534124629,0.489614243,3.887240356
Iowa,19153,Polk,84.98616596,7.072396778,0.386285827,5.077544519,8.526818335
Iowa,19155,Pottawattamie,94.52385789,1.770498113,0.758021233,0.935498701,7.846428533
Iowa,19157,Poweshiek,94.00502701,1.657842665,0.454569763,2.053585753,3.427990802
Iowa,19159,Ringgold,97.26247987,0.785024155,0.281803543,0.523349436,2.777777778
Iowa,19161,Sac,97.62321226,0.308673732,0.174915115,0.473299722,3.282230682
Iowa,19163,Scott,85.56580853,7.840353641,0.389536192,3.041267753,6.855259893
Iowa,19165,Shelby,96.72655035,1.12281914,0.475038867,0.535498359,3.014337537
Iowa,19167,Sioux,96.68566845,0.908075281,0.515626343,0.988283824,11.10601851
Iowa,19169,Story,86.29121859,2.941746088,0.268080118,8.57448652,3.553335712
Iowa,19171,Tama,87.24562234,0.982016091,8.412210128,0.520586843,10.29342168
Iowa,19173,Taylor,97.54482313,0.581489259,0.306897109,0.468421903,8.173154579
Iowa,19175,Union,96.48029776,1.270329315,0.445019824,0.784853143,3.155595113
Iowa,19177,Van Buren,97.43589744,0.313390313,0.242165242,0.555555556,1.695156695
Iowa,19179,Wapello,91.21431615,3.971026843,0.829427638,1.445817355,10.93026559
Iowa,19181,Warren,96.5841429,0.906847383,0.327091821,0.683563146,2.951660921
Iowa,19183,Washington,96.40485976,1.233006639,0.338738088,0.600695542,6.467639221
Iowa,19185,Wayne,97.39103265,0.546789564,0.234338385,0.546789564,1.640368692
Iowa,19187,Webster,91.40777903,4.653085977,0.512721559,1.243211952,5.140998429
Iowa,19189,Winnebago,95.40787222,1.692336946,0.380300437,1.064841225,4.58262027
Iowa,19191,Winneshiek,96.96440162,0.858754806,0.129811773,1.178291477,2.236756703
Iowa,19193,Woodbury,86.92107393,4.00433006,2.84282078,2.985205629,16.97597987
Iowa,19195,Worth,96.73956796,0.99288877,0.348852811,0.630618543,3.07258822
Iowa,19197,Wright,96.45390071,1.040189125,0.496453901,0.504334121,12.71867612
Kansas,20001,Allen,92.98457088,2.097396336,0.980392157,0.763420122,3.7528126
Kansas,20003,Anderson,96.31886266,0.64737243,0.685453161,0.685453161,1.942117289
Kansas,20005,Atchison,90.92817884,5.014512444,0.697832397,0.642252825,3.100104984
Kansas,20007,Barber,95.14758497,0.916815742,1.364042934,0.51431127,4.248658318
Kansas,20009,Barton,95.03274482,1.976178622,0.907663437,0.26042664,15.23495845
Kansas,20011,Bourbon,92.04940968,3.18706067,0.90766396,1.201119225,2.852658159
Kansas,20013,Brown,85.43446551,1.416961867,9.543654928,0.448010002,4.740570952
Kansas,20015,Butler,92.79412866,2.161312065,1.103871789,1.336029357,5.022092414
Kansas,20017,Chase,95.85393686,1.255230126,0.684670978,0.304298212,5.058957779
Kansas,20019,Chautauqua,88.36506497,1.178603808,5.862798429,0.090661831,3.95889997
Kansas,20021,Cherokee,89.85261054,0.834374219,4.241818636,0.489632775,2.77292031
Kansas,20023,Cheyenne,96.2406015,0.413533835,0.338345865,2.067669173,6.278195489
Kansas,20025,Clark,94.41396509,0.399002494,1.296758105,1.296758105,10.82294264
Kansas,20027,Clay,95.98599475,0.937851694,0.637739152,0.525196949,2.513442541
Kansas,20029,Cloud,95.14262802,0.939397411,0.675907893,1.386183984,3.207698476
Kansas,20031,Coffey,95.33584356,0.898821815,1.008137981,0.947406778,2.805781611
Kansas,20033,Comanche,95.88100686,0.457665904,1.201372998,0.514874142,8.180778032
Kansas,20035,Cowley,88.73871316,2.879209495,2.288602419,1.962064853,11.03696973
Kansas,20037,Crawford,91.44263051,2.370639945,1.171224275,1.888823394,5.786924319
Kansas,20041,Dickinson,94.55040872,1.175402041,0.945664369,0.646471123,4.856547524
Kansas,20043,Doniphan,92.60609216,3.306430617,1.353814111,0.481645405,2.798750325
Kansas,20045,Douglas,83.40854442,4.677360914,2.663954676,4.991106426,6.373727725
Kansas,20047,Edwards,93.50649351,1.57950158,2.386802387,0.245700246,20.35802036
Kansas,20049,Elk,93.66028708,0.159489633,1.993620415,0.518341308,4.585326954
Kansas,20051,Ellis,94.60118426,1.295715778,0.445837687,1.856495994,5.896900035
Kansas,20053,Ellsworth,91.38153648,5.261459006,0.80697224,0.613298903,6.036152356
Kansas,20055,Finney,88.45702111,4.058889405,1.308349949,4.48499085,50.5312611
Kansas,20057,Ford,92.20963173,2.776794145,1.617091596,1.55217186,55.58604816
Kansas,20059,Franklin,94.63540244,1.400647653,0.932464594,0.522804417,4.315087199
Kansas,20061,Geary,69.10167515,18.54942627,1.33460146,3.466895748,16.55212616
Kansas,20063,Gove,97.01378254,0.612557427,0.114854518,0.880551302,2.679938744
Kansas,20067,Grant,93.86586696,0.899672846,2.917121047,0.531624864,47.87350055
Kansas,20069,Gray,96.05503066,1.707276645,0.613293552,0.447538538,16.39317089
Kansas,20073,Greenwood,94.71511148,0.660611065,1.684558216,0.379851363,4.046242775
Kansas,20075,Hamilton,92.98043728,2.608362102,2.032988109,0.191791331,36.01841197
Kansas,20077,Harper,95.05993462,0.581184163,1.416636397,0.490374137,6.374863785
Kansas,20079,Harvey,93.54282374,1.932183572,0.950014616,0.996784566,12.08418591
Kansas,20081,Haskell,95.42156617,0.700525394,1.376032024,0.875656743,31.44858644
Kansas,20083,Hodgeman,93.94939494,1.265126513,0.605060506,2.585258526,6.98569857
Kansas,20085,Jackson,86.40060241,0.911144578,8.456325301,0.579819277,4.623493976
Kansas,20087,Jefferson,95.88405797,0.758893281,1.001317523,0.252964427,2.882740448
Kansas,20089,Jewell,97.39528335,0.351988736,0.668778599,0.492784231,2.534318902
Kansas,20091,Johnson,86.85024809,4.942473915,0.395110074,5.185966145,7.770330765
Kansas,20093,Kearny,93.88790261,1.090540198,1.775297996,0.659396399,32.33578494
Kansas,20097,Kiowa,94.79332273,1.152623211,0.755166932,1.470588235,6.438791733
Kansas,20099,Labette,89.00520938,4.162492486,2.359246644,0.480865558,4.658385093
Kansas,20101,Lane,93.97435897,1.217948718,1.282051282,0.320512821,7.820512821
Kansas,20103,Leavenworth,84.79201495,9.243780116,0.885042777,1.534074147,6.950044252
Kansas,20107,Linn,95.88717949,0.861538462,0.758974359,0.348717949,2.851282051
Kansas,20111,Lyon,90.08561336,2.57139436,1.397952464,2.751002814,21.487158
Kansas,20113,McPherson,95.29382906,1.2720328,0.616743176,0.87955987,4.254126222
Kansas,20115,Marion,95.56485356,1.121338912,0.820083682,0.418410042,3.933054393
Kansas,20119,Meade,95.34491076,1.085383502,1.230101302,0.940665702,17.8485287
Kansas,20121,Miami,95.3087886,1.410332542,0.798693587,0.555225653,3.304631829
Kansas,20123,Mitchell,96.74796748,0.260162602,0.520325203,0.943089431,2.634146341
Kansas,20125,Montgomery,84.7260274,5.295765878,3.595890411,0.943337484,6.709215442
Kansas,20127,Morris,95.96087665,0.633943126,0.633943126,0.561492483,5.270784278
Kansas,20129,Morton,91.78852643,1.57480315,2.024746907,1.912260967,23.39707537
Kansas,20131,Nemaha,96.68143772,0.699162974,0.728705071,0.35450517,2.353520433
Kansas,20133,Neosho,94.12576014,1.372954674,1.510877061,0.695881136,5.147012726
Kansas,20135,Ness,96.23239437,0.809859155,1.408450704,0.211267606,10.14084507
Kansas,20137,Norton,93.64640884,3.462246777,0.405156538,0.73664825,5.377532228
Kansas,20139,Osage,95.94128348,0.671225143,0.740229597,0.501850574,3.412583903
Kansas,20141,Osborne,96.20143885,0.402877698,0.805755396,1.294964029,2.215827338
Kansas,20143,Ottawa,96.1737332,1.13753878,0.74112375,0.293002413,2.878317821
Kansas,20147,Phillips,96.61463231,0.43257476,0.601843145,0.902764717,3.47940568
Kansas,20149,Pottawatomie,94.20851011,1.182188903,0.963875273,0.976232648,5.062404745
Kansas,20151,Pratt,94.02857752,1.66346769,1.10897846,0.949029644,7.346982299
Kansas,20155,Reno,92.69192519,3.349266947,0.874210003,0.546982772,9.678868179
Kansas,20157,Republic,96.59090909,0.857632933,0.38593482,0.621783877,2.186963979
Kansas,20159,Rice,93.48441926,1.573811772,1.301017732,1.10166824,11.46784178
Kansas,20161,Riley,83.64652728,6.782627573,0.685182421,5.056781949,8.509829993
Kansas,20163,Rooks,95.93058049,0.69818472,0.598444045,1.057251147,2.413724317
Kansas,20169,Saline,90.16746016,3.613904156,0.773882833,2.343706917,11.3637617
Kansas,20171,Scott,95.30324689,0.735143966,1.306922606,1.225239943,18.50112314
Kansas,20173,Sedgwick,80.97572658,9.251431542,1.330005237,4.55309215,14.90010845
Kansas,20175,Seward,88.18181818,5.032139578,1.680440771,2.993572084,61.98806244
Kansas,20177,Shawnee,84.20385467,8.494695745,1.414655857,1.571276458,12.62880354
Kansas,20179,Sheridan,97.19699961,0.67114094,0.592183182,0.434267667,5.645479668
Kansas,20181,Sherman,95.76199356,1.169689778,0.661129005,0.525512799,12.61230717
Kansas,20183,Smith,96.50291424,0.222037191,0.388565085,0.527338329,2.27588121
Kansas,20185,Stafford,94.56677836,0.550502633,2.154140737,0.454763045,13.18812829
Kansas,20187,Stanton,94.81630599,0.704579768,2.214393558,0.55359839,37.69501761
Kansas,20189,Stevens,94.36949092,0.899442346,2.122683936,0.665587336,36.82316963
Kansas,20191,Sumner,94.16420247,1.308923291,1.295877544,0.521829883,5.4487737
Kansas,20195,Trego,96.63444325,0.82348729,0.358037952,0.465449338,2.398854279
Kansas,20197,Wabaunsee,95.28917234,0.768227279,0.86969126,0.304391941,4.333961444
Kansas,20201,Washington,96.82656827,0.57195572,0.535055351,0.73800738,3.579335793
Kansas,20205,Wilson,94.36814772,0.623196769,1.731102135,0.519330641,3.404500866
Kansas,20207,Woodson,95.35029846,0.628338046,1.602262017,0.125667609,3.047439522
Kansas,20209,Wyandotte,66.85901623,22.96944182,1.383949094,5.306549563,29.31939706
Kentucky,21001,Adair,94.85297944,2.971636742,0.281030445,0.4163414,2.014051522
